T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
18.0,28.5,10.2,1013.2,68.0,1.1,2.0,11.1,194.70833333333331
21.1,28.8,13.8,1012.8,57.0,1.6,9.4,22.2,134.45833333333334
21.3,28.8,15.0,1011.9,58.0,1.9,9.6,16.5,110.0
19.0,28.8,12.5,1014.7,72.0,1.6,2.8,9.4,160.0
18.1,28.0,10.0,1016.1,66.0,1.4,1.7,7.6,118.91666666666669
17.2,28.4,9.8,1015.8,73.0,1.1,1.9,11.1,176.375
17.4,28.4,9.2,1016.6,74.0,1.1,1.5,11.1,185.95833333333331
16.0,26.1,9.1,1014.4,81.0,1.0,1.1,5.4,239.125
16.2,25.3,9.5,1013.4,81.0,0.8,2.2,14.8,312.2083333333333
16.5,24.5,10.8,1012.2,74.0,1.6,10.2,22.2,121.33333333333331
15.4,24.9,8.2,1012.8,82.0,1.0,0.7,3.5,202.875
15.5,24.9,9.4,1015.1,88.0,0.6,2.6,7.6,260.1666666666667
16.3,22.4,10.8,1012.8,91.0,0.6,3.1,11.1,277.7083333333333
15.4,19.7,11.6,1016.0,93.0,0.6,4.4,9.4,284.1666666666667
14.6,15.9,12.5,1016.9,95.0,0.5,0.4,3.5,288.4166666666667
13.6,20.4,7.5,1020.7,67.0,1.1,10.2,40.7,166.91666666666666
12.3,20.6,6.2,1019.4,71.0,1.3,4.4,18.3,169.0
11.9,17.1,6.5,1018.6,84.0,1.1,1.1,5.4,186.04166666666663
14.3,19.2,10.9,1020.5,91.0,1.6,4.8,11.1,nan
13.2,18.2,9.2,1021.0,92.0,0.8,7.6,11.1,284.7958333333333
11.1,18.3,5.0,1020.2,80.0,1.1,8.0,14.8,219.72083333333333
12.7,19.8,5.2,1017.9,78.0,1.3,5.4,14.8,182.1875
11.9,20.7,4.4,1017.9,78.0,0.8,1.9,7.6,223.20833333333331
11.7,20.7,6.5,1017.3,89.0,0.3,0.9,7.6,200.64583333333337
13.9,21.6,7.0,1019.6,74.0,0.8,1.1,9.4,285.225
14.9,22.1,8.9,1017.2,78.0,1.0,2.8,7.6,236.825
12.0,22.1,9.6,1019.7,95.0,0.3,0.4,3.5,276.90833333333336
14.5,21.0,8.6,1023.2,88.0,1.3,3.5,7.6,108.0
14.6,22.3,9.0,1021.2,86.0,1.0,4.4,9.4,107.625
13.4,22.3,11.5,1020.6,98.0,1.4,6.9,13.0,125.89166666666668
11.7,18.2,9.4,1019.9,96.0,0.5,8.3,11.1,181.01250000000005
14.3,20.3,9.9,1019.1,88.0,0.6,8.9,14.8,152.55416666666667
16.6,24.0,10.1,1018.8,75.0,1.3,10.0,14.8,152.32083333333335
14.8,21.1,10.0,1019.3,86.0,0.5,3.0,11.1,319.7375
13.9,21.1,10.8,1019.8,83.0,0.8,2.6,7.6,332.7083333333333
15.3,24.4,6.8,1016.9,79.0,0.6,1.9,7.6,279.6
18.6,27.8,8.9,1014.4,65.0,1.3,5.6,57.6,179.11666666666667
19.7,26.4,15.1,1009.3,72.0,1.6,15.0,29.4,54.79166666666666
13.8,26.4,9.6,1011.3,88.0,1.0,8.1,14.8,93.375
12.7,19.5,7.0,1012.0,66.0,1.4,9.3,25.9,103.0
15.3,22.6,5.6,1013.6,67.0,1.6,4.8,11.1,132.20833333333334
13.1,22.6,11.0,1011.8,97.0,1.1,5.4,11.1,127.70833333333331
12.6,17.7,9.2,1012.6,91.0,0.6,3.9,7.6,109.33333333333331
15.1,23.3,7.1,1016.7,77.0,0.8,1.9,7.6,56.458333333333336
16.1,24.5,8.2,1014.8,80.0,0.6,1.9,9.4,135.83333333333334
17.2,24.6,9.0,1014.2,75.0,1.4,8.9,14.8,122.5
17.9,25.2,10.3,1017.4,70.0,1.1,0.9,7.6,69.66666666666667
18.9,26.2,12.5,1014.4,72.0,1.3,2.4,9.4,79.83333333333333
18.6,25.3,13.0,1013.3,80.0,1.1,7.2,22.2,62.708333333333336
16.3,21.3,12.0,1015.1,90.0,1.1,4.3,13.0,21.20833333333333
16.1,21.8,10.0,1017.1,82.0,1.3,5.7,11.1,1.9166666666666667
17.8,25.7,10.5,1016.3,67.0,2.1,3.7,11.1,1.8333333333333333
18.4,25.9,11.0,1017.0,65.0,2.3,6.7,14.8,105.83333333333331
19.8,27.1,12.8,1017.2,66.0,2.6,9.8,24.1,117.58333333333331
22.3,29.0,14.0,1014.6,61.0,2.3,5.0,13.0,122.70833333333331
18.9,27.1,12.8,1016.1,65.0,2.6,9.8,18.3,111.95833333333331
19.7,27.6,12.0,1015.2,66.0,1.9,5.7,13.0,59.208333333333336
21.4,29.7,12.6,1016.4,65.0,1.4,2.8,9.4,77.20833333333333
21.7,28.4,16.2,1013.1,61.0,2.3,10.2,22.2,98.70833333333331
21.5,29.2,15.0,1010.8,59.0,2.6,7.4,18.3,123.70833333333331
22.4,32.5,14.5,1007.2,68.0,2.1,5.4,11.1,64.79166666666667
24.6,32.7,16.5,1010.6,64.0,1.8,2.8,11.1,52.333333333333336
25.2,32.7,19.1,1010.7,64.0,1.9,2.8,11.1,52.04166666666666
23.4,29.1,19.6,1011.7,69.0,1.9,4.8,9.4,128.33333333333334
24.2,30.8,17.0,1008.2,48.0,1.9,13.1,22.2,0.0
24.9,33.2,16.8,1006.2,49.0,2.6,9.6,25.9,23.20833333333333
26.8,35.2,17.7,1005.7,50.0,1.9,7.2,14.8,15.166666666666666
25.1,35.2,18.0,1010.4,53.0,2.1,10.4,25.9,21.25
27.2,38.0,21.0,1009.7,55.0,1.9,13.0,18.3,81.83333333333333
25.8,32.2,19.5,1010.3,49.0,2.6,12.6,18.3,105.33333333333331
25.7,32.8,17.5,1010.3,41.0,2.6,12.8,25.9,117.75
27.0,37.2,22.6,1009.8,49.0,1.9,15.6,27.8,84.5
27.7,34.5,21.5,1010.6,55.0,1.9,5.2,13.0,46.91666666666666
29.1,36.5,20.5,1009.2,53.0,1.8,2.6,11.1,104.625
25.6,32.3,20.0,1011.4,64.0,1.9,5.0,14.8,110.875
26.8,33.6,19.2,1010.5,53.0,1.6,4.6,11.1,42.958333333333336
28.1,35.8,18.6,1010.0,40.0,1.9,8.7,16.5,0.0
30.5,38.8,20.6,1006.0,41.0,2.4,8.1,22.2,120.875
31.5,38.8,22.1,1006.2,39.0,2.4,8.1,16.5,79.91666666666667
30.6,38.7,21.5,1007.0,36.0,1.9,8.3,18.3,0.0
34.8,42.8,24.2,1001.7,30.0,2.3,9.6,18.3,94.75
34.5,41.7,26.2,1001.8,33.0,1.9,6.5,11.1,142.5
31.8,41.7,26.2,1003.7,43.0,1.9,7.4,18.3,133.375
31.8,38.6,24.2,1004.3,54.0,1.9,1.9,7.6,147.83333333333334
32.2,39.5,25.2,1002.1,45.0,1.6,9.3,16.5,158.29166666666666
30.7,39.5,21.4,1000.5,43.0,1.6,6.5,14.8,149.58333333333334
25.2,30.6,18.0,1008.2,71.0,2.6,10.0,20.6,101.5
26.9,32.1,19.0,1006.6,62.0,1.8,8.5,18.3,106.5
29.7,35.4,23.0,1004.1,48.0,1.8,11.1,16.5,128.125
32.3,39.1,24.0,1006.6,36.0,2.3,11.7,24.1,101.95833333333331
31.9,38.8,26.5,1006.0,39.0,2.3,8.7,22.2,98.41666666666669
32.8,38.6,24.8,1002.3,40.0,1.9,9.6,18.3,94.375
32.4,40.6,23.2,1005.2,45.0,2.7,8.9,14.8,107.625
30.0,36.4,21.4,1007.2,60.0,2.6,4.1,14.8,110.41666666666669
31.8,38.8,24.0,1004.8,54.0,1.9,2.6,7.6,95.83333333333331
34.6,42.8,25.0,999.6,46.0,1.8,6.3,18.3,72.25
32.9,41.6,25.6,1003.0,44.0,2.9,17.4,55.4,38.66666666666666
32.8,39.9,25.0,1003.3,48.0,2.6,4.6,14.8,45.375
34.8,41.7,26.5,1000.0,40.0,2.6,6.5,14.8,65.16666666666667
38.5,44.9,30.8,994.0,31.0,1.9,13.1,29.4,66.08333333333333
37.8,45.1,28.6,993.3,34.0,1.9,6.7,18.3,77.66666666666667
37.9,45.5,30.1,993.1,38.0,1.9,5.9,16.5,70.25
30.3,41.1,22.7,997.7,62.0,2.6,16.7,29.4,56.29166666666666
30.5,37.1,25.5,997.3,73.0,2.6,6.5,22.2,77.0
33.9,40.6,28.0,997.0,59.0,2.1,8.1,25.9,32.958333333333336
35.6,41.4,28.4,993.2,55.0,1.9,10.9,18.3,80.625
37.9,43.0,31.0,991.5,44.0,2.3,17.8,25.9,90.70833333333331
36.9,41.7,32.7,994.0,49.0,1.9,9.8,24.1,97.29166666666669
33.3,39.0,25.3,997.7,56.0,1.9,9.8,16.5,50.708333333333336
32.4,38.1,23.5,1000.8,66.0,1.9,3.3,7.6,40.375
34.7,39.9,28.8,1001.5,55.0,1.9,9.4,22.2,49.41666666666666
31.2,35.2,27.0,1000.9,71.0,1.9,6.3,11.1,61.875
29.5,36.6,25.5,1000.9,76.0,1.8,5.7,14.8,0.0
28.9,36.6,26.1,998.4,80.0,1.9,5.2,14.8,29.666666666666668
34.0,38.8,26.8,998.1,55.0,1.9,5.6,14.8,49.125
34.9,40.3,28.6,996.8,48.0,1.9,9.6,25.9,43.66666666666666
35.9,40.5,29.6,996.3,46.0,1.9,13.7,27.8,29.83333333333333
33.3,42.3,29.2,997.8,69.0,1.9,5.2,9.4,35.208333333333336
32.4,40.2,25.9,997.2,74.0,1.9,6.7,14.8,37.625
33.2,39.0,28.5,996.2,68.0,1.9,8.9,11.1,41.458333333333336
29.8,33.6,25.4,995.1,76.0,1.9,6.3,18.3,38.583333333333336
30.8,34.6,26.5,996.6,74.0,1.9,6.3,14.8,36.0
32.1,35.8,27.2,996.1,71.0,1.9,4.6,9.4,70.58333333333333
30.7,33.9,26.5,1000.8,70.0,1.9,10.0,14.8,33.166666666666664
32.5,37.5,27.6,1001.9,67.0,1.9,7.2,18.3,38.25
31.7,37.5,28.1,1002.1,71.0,1.9,2.4,33.5,26.58333333333333
32.5,36.5,28.2,999.9,71.0,1.9,7.8,16.5,15.416666666666666
33.3,37.7,28.1,998.0,66.0,1.9,6.5,9.4,41.375
30.3,35.3,28.4,996.9,81.0,1.9,0.9,7.6,25.541666666666668
31.4,36.6,27.0,995.3,72.0,1.9,5.7,13.0,28.375
31.0,34.0,29.0,996.8,71.0,1.9,5.6,16.5,50.333333333333336
30.9,35.0,27.6,998.4,73.0,1.9,5.9,14.8,35.375
30.9,35.4,27.0,1000.3,75.0,1.9,4.8,16.5,31.916666666666668
32.0,36.6,27.0,998.1,63.0,2.3,20.7,27.8,35.291666666666664
30.5,36.2,25.4,997.3,65.0,2.3,18.5,29.4,26.83333333333333
31.2,35.7,27.6,999.0,62.0,1.9,14.6,27.8,21.125
33.0,37.0,27.0,1004.8,59.0,1.9,6.9,16.5,35.708333333333336
33.3,38.4,28.0,1002.5,54.0,1.9,8.9,18.3,43.583333333333336
32.6,38.4,28.0,1001.3,51.0,1.9,10.9,27.8,46.04166666666666
33.7,39.1,27.5,1002.6,53.0,2.7,7.8,16.5,82.875
34.1,39.4,29.0,1001.5,49.0,3.1,10.0,18.3,64.91666666666667
34.1,39.4,27.5,1001.1,53.0,2.9,8.0,20.6,30.666666666666668
27.5,34.8,25.0,1001.0,89.0,1.9,4.3,16.5,34.416666666666664
29.5,35.3,24.6,1001.1,71.0,2.3,10.9,48.2,33.166666666666664
29.4,35.3,26.3,1001.7,76.0,2.6,10.4,20.6,30.625
28.5,33.2,26.0,1001.3,82.0,1.9,15.0,25.9,30.33333333333333
30.9,34.7,25.7,1003.5,73.0,1.9,1.3,5.4,0.0
31.2,36.0,26.4,1003.3,72.0,1.9,3.5,13.0,0.0
30.8,36.0,26.8,1002.5,76.0,1.9,1.9,11.1,0.0
29.3,34.1,23.5,1004.1,73.0,1.8,4.3,11.1,76.875
29.0,34.8,24.6,1004.3,71.0,1.9,6.7,14.8,83.45833333333333
29.8,34.9,22.5,1004.2,68.0,2.6,6.7,18.3,71.66666666666667
31.0,36.3,25.3,1003.5,62.0,3.1,4.3,14.8,69.70833333333333
31.0,36.3,26.0,1002.8,61.0,2.3,4.4,11.1,62.375
30.4,36.2,25.2,1003.6,61.0,2.6,5.6,14.8,24.875
30.0,35.8,24.2,1007.7,58.0,2.6,9.6,18.3,43.958333333333336
30.1,35.7,24.0,1008.1,57.0,2.4,5.7,16.5,41.5
30.7,36.3,25.4,1009.2,54.0,3.1,8.9,16.5,38.79166666666666
31.0,36.9,24.3,1010.1,54.0,3.1,3.1,11.1,30.33333333333333
30.3,36.9,24.6,1009.1,58.0,2.6,2.8,9.4,26.666666666666668
30.7,37.0,24.4,1008.1,57.0,2.7,2.0,14.8,29.0
30.9,37.2,24.5,1008.3,65.0,1.6,1.1,5.4,61.708333333333336
29.6,35.2,24.9,1009.9,59.0,1.9,3.0,20.6,60.54166666666666
27.6,34.6,22.2,1010.0,56.0,2.3,3.3,11.1,41.583333333333336
27.6,34.5,18.6,1009.8,66.0,1.8,8.7,14.8,80.04166666666667
24.4,33.6,21.4,1011.0,75.0,1.9,5.4,14.8,82.83333333333333
24.5,30.4,19.6,1014.8,73.0,2.1,3.1,7.6,95.25
23.8,31.5,16.5,1012.5,61.0,1.4,4.3,11.1,126.16666666666669
24.7,32.3,16.6,1013.3,60.0,1.8,4.4,14.8,136.70833333333334
25.4,33.3,18.0,1014.5,60.0,1.4,2.0,5.4,160.66666666666666
25.4,33.1,18.6,1012.3,71.0,1.0,0.9,3.5,245.66666666666663
25.1,32.3,19.4,1014.9,69.0,1.4,2.0,9.4,261.6666666666667
24.9,32.6,19.5,1013.7,67.0,1.4,1.9,9.4,272.4166666666667
23.2,32.1,16.0,1013.7,62.0,1.0,3.7,11.1,149.625
22.5,29.3,16.6,1014.0,57.0,1.3,5.4,11.1,99.70833333333331
22.7,31.1,15.8,1014.5,54.0,1.4,7.2,20.6,217.375
23.4,31.2,15.0,1013.4,58.0,1.1,4.1,14.8,309.375
23.9,31.7,16.6,1012.9,69.0,1.0,2.4,11.1,321.5416666666667
24.0,32.1,17.1,1014.6,69.0,1.3,1.7,9.4,278.0
24.2,31.6,17.2,1015.3,62.0,1.1,4.3,11.1,192.33333333333331
18.5,27.6,11.7,1016.6,56.0,1.3,3.3,11.1,224.16666666666663
18.3,27.6,9.0,1016.4,48.0,1.3,7.4,22.2,196.75
18.6,27.5,10.6,1014.8,51.0,1.3,2.8,11.1,221.54166666666663
17.6,28.8,8.5,1016.6,59.0,1.3,1.1,9.4,166.70833333333334
18.4,28.8,11.7,1014.9,58.0,1.4,3.7,9.4,130.70833333333334
17.2,27.8,9.8,1014.1,64.0,1.0,2.0,11.1,194.70833333333331
16.4,26.6,8.0,1015.0,57.0,1.3,2.6,14.8,134.45833333333334
17.4,26.7,9.0,1011.2,55.0,1.4,6.3,14.8,110.0
20.1,30.0,11.4,1013.8,47.0,1.8,8.9,22.2,118.91666666666669
20.1,29.0,13.8,1014.3,52.0,1.9,7.2,22.2,176.375
20.3,28.1,14.0,1013.6,52.0,1.9,9.3,22.2,185.95833333333331
17.2,27.4,10.5,1014.9,52.0,1.6,4.8,14.8,239.125
17.1,26.3,10.2,1015.1,54.0,1.6,2.8,11.1,365.2916666666667
15.8,22.3,10.4,1016.2,77.0,1.0,8.9,14.8,121.33333333333331
15.0,20.8,13.2,1016.8,93.0,1.1,3.5,9.4,202.875
14.2,20.0,10.4,1019.2,82.0,1.6,1.9,9.4,260.1666666666667
11.7,17.6,7.4,1022.3,85.0,0.3,0.4,3.5,277.7083333333333
11.3,17.5,7.2,1018.8,81.0,0.8,5.7,13.0,284.1666666666667
9.5,17.5,5.6,1018.1,84.0,0.5,0.9,3.5,288.4166666666667
9.3,16.0,6.0,1020.0,85.0,0.6,8.1,14.8,166.91666666666666
10.8,17.0,6.3,1017.7,82.0,0.8,7.8,11.1,169.0
10.4,19.2,4.8,1018.6,71.0,0.8,2.8,11.1,186.04166666666663
14.9,21.6,8.8,1017.4,76.0,0.8,0.9,7.6,255.875
14.7,21.6,10.2,1018.1,97.0,0.6,3.1,9.4,217.08333333333331
15.0,16.8,13.6,1017.5,94.0,0.5,0.9,7.6,229.16666666666663
9.8,17.6,6.4,1016.6,90.0,0.5,3.9,11.1,298.4583333333333
10.1,14.5,7.2,1019.2,90.0,0.3,3.3,7.6,264.9166666666667
10.5,16.3,6.8,1020.1,84.0,0.5,1.5,5.4,404.5
12.3,18.3,4.0,1017.1,81.0,0.5,4.8,9.4,188.5
12.1,18.3,9.0,1017.5,86.0,0.6,5.2,9.4,164.75
12.3,19.0,5.8,1019.3,82.0,0.5,0.9,7.6,376.9166666666667
13.9,21.6,9.4,1019.0,79.0,1.0,1.9,14.8,0.0
13.4,20.7,9.8,1020.1,80.0,0.8,7.2,11.1,0.0
13.3,17.5,9.5,1021.2,79.0,0.8,3.7,7.6,57.0
13.1,18.3,8.5,1020.6,80.0,0.8,4.1,14.8,202.91666666666663
13.7,18.3,11.6,1019.9,91.0,0.6,0.9,7.6,205.125
13.3,18.4,9.8,1019.3,79.0,1.0,5.2,14.8,214.125
13.8,21.5,7.2,1018.0,60.0,2.4,9.1,24.1,315.7916666666667
15.1,24.0,6.7,1017.6,66.0,1.3,5.0,11.1,322.25
17.3,23.8,10.4,1017.5,70.0,1.0,11.9,18.3,246.04166666666663
16.7,23.8,13.0,1020.7,75.0,0.8,7.2,14.8,200.91666666666663
15.7,25.6,7.4,1016.9,68.0,1.4,1.9,7.6,99.5
16.7,25.6,9.3,1017.5,66.0,1.4,4.4,13.0,143.91666666666666
16.9,25.5,10.5,1019.9,65.0,2.3,5.6,22.2,100.25
17.2,25.5,9.3,1012.8,61.0,2.4,6.7,20.6,165.0
19.3,28.6,10.6,1009.5,65.0,2.6,4.3,14.8,116.45833333333331
18.9,28.6,11.2,1012.8,73.0,0.8,1.5,7.6,143.0
22.9,29.3,17.0,1012.4,78.0,1.6,7.6,14.8,231.125
22.8,29.3,18.0,1013.7,72.0,1.9,7.2,14.8,218.66666666666663
21.9,29.1,15.2,1014.1,69.0,2.3,11.3,18.3,211.0
23.2,28.6,18.4,1008.5,65.0,1.4,6.5,13.0,52.208333333333336
20.0,27.6,14.5,1009.8,42.0,1.9,6.7,11.1,187.5
19.2,27.6,11.1,1013.0,49.0,2.6,5.7,11.1,130.16666666666666
17.3,19.0,15.2,1011.0,94.0,1.8,14.8,24.1,123.125
17.4,22.1,14.6,1012.6,92.0,1.9,6.7,16.5,120.91666666666669
16.1,22.1,12.8,1013.8,84.0,1.8,5.6,13.0,153.625
18.6,27.3,12.5,1014.0,79.0,2.6,3.9,13.0,130.33333333333334
19.4,27.6,14.0,1015.2,79.0,2.3,7.8,18.3,110.70833333333331
18.1,24.1,13.3,1021.1,60.0,2.7,12.2,20.6,138.5
21.3,28.3,14.2,1014.7,70.0,1.6,4.1,9.4,75.75
21.6,27.3,15.8,1015.3,71.0,2.6,7.8,20.6,146.54166666666666
17.7,27.3,16.0,1015.3,92.0,1.9,11.5,18.3,116.625
21.1,28.3,14.0,1014.8,69.0,2.4,5.4,13.0,80.04166666666667
22.5,30.2,14.5,1014.8,68.0,2.6,9.1,22.2,100.04166666666669
24.9,31.7,15.8,1014.8,65.0,2.6,5.9,13.0,109.45833333333331
26.8,35.1,18.5,1011.7,68.0,2.3,2.6,11.1,110.16666666666669
28.6,36.5,20.3,1012.4,59.0,1.8,9.3,55.4,108.20833333333331
27.7,35.6,20.4,1011.7,54.0,2.7,7.4,24.1,103.83333333333331
25.1,30.8,19.0,1010.4,70.0,2.1,3.7,11.1,74.29166666666667
26.4,32.5,20.3,1007.4,64.0,1.9,2.4,9.4,101.79166666666669
28.7,34.7,21.0,1004.7,53.0,1.9,9.4,18.3,106.16666666666669
24.4,34.7,19.0,1004.6,76.0,3.1,7.0,14.8,89.875
23.9,31.4,19.2,1010.2,69.0,1.9,9.8,13.0,48.208333333333336
25.2,32.2,18.2,1012.0,56.0,2.6,6.7,16.5,47.04166666666666
25.8,32.5,18.6,1010.3,58.0,2.7,9.1,24.1,67.79166666666667
24.9,32.2,19.0,1013.7,74.0,2.3,7.0,13.0,56.66666666666666
26.4,32.5,20.0,1012.8,68.0,2.6,3.0,11.1,79.0
27.6,34.3,20.8,1013.0,65.0,3.1,5.9,14.8,123.58333333333331
32.0,40.6,21.6,1003.9,45.0,2.7,4.3,9.4,80.29166666666667
32.8,40.6,26.0,1005.8,45.0,1.9,7.2,11.1,137.875
31.8,39.6,25.4,1005.6,35.0,1.9,11.1,27.8,87.875
30.4,39.1,22.2,1005.9,51.0,1.9,13.0,22.2,121.20833333333331
28.8,37.1,22.8,1008.0,59.0,1.9,15.7,25.9,97.04166666666669
30.2,37.1,23.5,1006.7,59.0,1.9,17.6,33.5,92.08333333333331
31.2,39.4,24.2,1005.8,52.0,2.7,5.4,14.8,130.625
30.2,37.6,23.6,1006.3,47.0,2.6,4.4,11.1,90.5
30.9,38.9,21.7,1006.7,44.0,2.7,3.0,11.1,55.41666666666666
35.7,42.7,27.6,1003.4,21.0,1.9,14.4,27.8,108.33333333333331
34.1,42.7,27.0,1003.2,29.0,1.9,12.2,27.8,198.875
35.1,42.7,25.7,1001.6,35.0,2.3,8.3,18.3,120.70833333333331
28.3,38.7,23.8,1006.5,65.0,2.4,7.8,14.8,60.54166666666666
29.9,35.9,22.0,1007.4,56.0,2.6,4.4,11.1,79.0
28.7,35.8,24.2,1006.5,58.0,1.9,7.0,18.3,133.70833333333334
31.4,41.5,24.9,1002.2,50.0,1.8,14.8,50.0,53.25
33.2,41.5,22.4,1002.0,38.0,2.4,14.6,22.2,65.16666666666667
35.8,42.6,27.0,1000.4,30.0,2.6,11.3,24.1,83.58333333333333
37.8,45.5,28.0,996.7,29.0,2.6,10.9,22.2,40.66666666666666
35.3,45.5,24.4,999.2,33.0,2.3,17.0,55.4,48.125
33.8,45.0,24.8,1001.3,26.0,2.6,6.7,18.3,103.16666666666669
35.3,40.6,28.9,1000.7,30.0,1.9,15.2,27.8,143.375
30.1,40.6,23.5,1002.2,47.0,1.9,14.3,29.4,44.79166666666666
31.6,39.9,22.2,1003.4,46.0,1.9,8.5,20.6,71.95833333333333
28.7,34.1,23.6,1004.3,59.0,1.9,6.7,11.1,17.5
35.1,42.5,26.0,999.4,42.0,2.6,7.2,16.5,101.0
36.3,42.9,27.7,998.7,38.0,2.6,6.3,22.2,76.20833333333333
37.6,42.4,30.0,998.8,32.0,1.9,18.7,27.8,84.33333333333333
31.9,41.6,28.0,998.8,52.0,2.3,9.4,14.8,48.833333333333336
27.0,39.7,20.5,1000.2,82.0,1.9,3.9,13.0,64.45833333333333
30.8,34.9,25.5,999.4,66.0,1.9,3.1,9.4,80.54166666666667
35.9,41.6,29.0,996.7,54.0,1.9,8.5,18.3,65.41666666666667
33.0,42.3,27.2,997.8,56.0,1.9,13.0,25.9,54.66666666666666
30.4,34.4,25.3,997.0,70.0,1.9,5.6,20.6,78.54166666666667
26.5,36.8,22.4,994.9,86.0,1.8,6.3,11.1,49.125
31.5,36.8,24.0,994.7,62.0,1.8,11.7,22.2,65.875
32.7,38.0,27.0,996.9,56.0,1.9,14.1,29.4,72.41666666666667
31.9,37.8,25.0,1001.8,61.0,1.9,4.3,9.4,184.66666666666663
33.8,38.9,27.0,1001.1,54.0,1.9,7.0,13.0,113.33333333333331
33.4,39.8,27.6,999.7,54.0,1.9,13.0,25.9,146.20833333333334
28.3,33.6,23.3,998.4,87.0,1.9,1.7,7.6,112.29166666666669
31.2,35.8,24.8,998.6,77.0,1.9,2.8,11.1,60.625
29.7,35.8,25.2,998.9,82.0,1.9,2.6,9.4,71.0
29.9,33.7,23.3,1000.6,78.0,2.6,4.8,11.1,153.41666666666666
31.1,35.6,26.4,998.5,73.0,1.9,10.9,18.3,134.95833333333334
33.4,37.0,27.0,994.1,61.0,1.9,17.2,29.4,81.125
30.1,34.7,26.0,997.7,76.0,1.9,0.7,5.4,52.25
29.1,34.7,24.4,999.2,82.0,1.9,4.8,11.1,160.375
31.5,35.7,25.7,999.9,74.0,1.9,8.1,13.0,99.375
31.3,36.5,27.3,999.3,73.0,2.7,8.7,14.8,31.45833333333333
30.0,36.6,27.0,998.8,76.0,2.6,16.9,25.9,47.375
29.7,34.7,24.6,1000.2,74.0,2.7,11.3,18.3,38.16666666666666
28.9,31.6,25.0,999.7,77.0,1.9,4.1,14.8,35.958333333333336
28.4,32.6,25.4,1002.7,77.0,1.9,0.9,7.6,25.08333333333333
29.8,33.9,25.0,1003.5,75.0,1.9,2.6,7.6,45.833333333333336
31.6,35.5,25.4,1001.9,63.0,1.9,5.4,11.1,33.708333333333336
29.4,34.4,26.4,999.9,86.0,1.8,2.2,14.8,26.416666666666668
28.8,34.4,25.3,1001.7,88.0,1.6,1.7,7.6,30.666666666666668
27.5,30.8,25.0,1000.2,92.0,1.3,3.0,7.6,29.95833333333333
31.9,35.8,28.0,1001.8,75.0,1.9,0.4,3.5,23.875
30.9,35.8,28.6,1001.8,78.0,1.9,3.3,14.8,22.33333333333333
31.6,35.6,25.8,1002.7,67.0,2.9,13.0,22.2,66.79166666666667
30.9,35.5,27.7,1001.5,66.0,1.9,14.6,27.8,64.875
29.5,34.5,27.6,1002.0,77.0,1.9,8.5,18.3,47.583333333333336
32.0,35.6,27.0,1000.9,64.0,3.4,10.0,20.6,33.5
31.9,36.2,28.0,1001.1,68.0,2.6,4.8,14.8,43.04166666666666
32.4,36.9,28.1,1001.9,68.0,2.7,5.4,11.1,38.41666666666666
32.2,36.8,28.4,1002.0,61.0,2.6,14.6,24.1,49.29166666666666
32.1,36.6,28.0,1000.8,56.0,1.9,15.4,25.9,19.541666666666668
31.9,36.6,27.5,1001.7,54.0,1.9,12.8,24.1,22.83333333333333
31.4,36.5,27.6,1005.5,56.0,1.9,11.7,25.9,24.291666666666668
31.5,36.9,26.6,1005.7,53.0,1.9,9.4,22.2,74.66666666666667
31.9,36.9,26.8,1005.8,54.0,2.7,11.9,35.2,41.875
31.0,36.7,26.4,1005.7,54.0,2.6,10.2,31.7,50.583333333333336
32.2,37.9,27.3,1005.8,61.0,1.9,1.3,3.5,58.125
31.8,37.9,26.8,1003.5,59.0,1.9,2.6,9.4,57.29166666666666
32.9,38.0,27.5,1003.3,62.0,1.9,0.4,3.5,38.25
30.4,35.9,26.0,1003.6,78.0,1.6,2.0,7.6,47.41666666666666
29.1,34.8,27.2,1003.4,76.0,1.9,4.6,11.1,56.91666666666666
30.2,36.5,26.2,1002.3,70.0,1.9,5.7,14.8,54.625
28.4,33.9,23.5,1003.8,55.0,2.6,8.5,20.6,45.958333333333336
29.4,35.1,23.7,1005.3,60.0,2.3,6.3,14.8,52.25
28.6,35.2,25.0,1007.2,64.0,2.3,3.0,9.4,43.333333333333336
28.1,35.3,21.5,1011.8,56.0,2.6,5.6,13.0,41.958333333333336
28.6,35.6,22.7,1009.0,72.0,1.9,6.5,18.3,45.75
28.5,35.4,23.2,1007.3,70.0,1.9,4.4,14.8,70.70833333333333
28.6,36.0,21.8,1004.3,65.0,1.9,6.1,24.1,51.79166666666666
29.6,35.5,25.0,1011.0,69.0,1.9,3.7,9.4,0.0
28.2,34.9,22.9,1012.7,70.0,1.9,3.9,9.4,11.583333333333334
27.6,34.9,21.5,1013.6,71.0,1.8,0.4,3.5,13.0
28.2,36.1,21.9,1011.7,70.0,1.9,3.5,9.4,156.25
27.7,36.2,22.9,1009.9,69.0,1.9,3.0,9.4,156.0
26.6,36.2,21.0,1012.0,68.0,1.6,2.0,7.6,151.79166666666666
26.4,34.4,18.3,1012.8,53.0,2.1,5.4,14.8,252.625
25.4,34.4,20.3,1015.0,59.0,1.9,5.6,16.5,119.41666666666669
24.7,33.3,18.5,1014.0,61.0,2.3,3.5,7.6,126.0
